0
CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CCC(C)CCC1=C(C)CCCC1(C)C
CCCCCCCCCCCCCC=CC(O)CCOC6OC(CO)C(OC5OC(CO)C(OC4OC(CO)C(OC1OC(C)C(O)C(O)C1O)C(OC3OC(CO)C(O)C(OC2(C(=O)O)CC(O)C(N=C(C)O)C(C(O)C(O)CO)O2)C3O)C4N=C(C)O)C(O)C5O)C(O)C6O
NC(=O)c1ccc(C(=O)O)cc1[N+](=O)[O-]
CSCCC(N)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)O
COc1ccc(C=CC(=O)NCc2c3c(c(OC)c4c2OCO4)C(=O)N(C)CC3)cc1OC
CCC(C)C(Nc1ccc2c(cc1=O)C(NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2)C(=O)Nc1cccc2[nH]ccc12
COc1ccc(-c2c(C)c3ccc(OCC(=O)Nc4ccc(C)cc4)c(C)c3oc2=O)cc1
CC1CC(O)C2C(C)C3C(CC4C5CCC6CC(N)CCC6(C)C5CCC43C)N2C1
CC12CCC3(C(=O)O)C(C1)C1=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC4(C)C1(C)CC23
COC(=O)c1cc(CC=C(C)C)c(OC2OCC(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(CC=C(C)C)c1
COc1cc2c(c(OC)c1O)C(=O)C(Cc1ccc(O)cc1)CO2
CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC1=O
CC(=C(C)C(=O)OC3C(O)CC4(C)C2=CCC1C(C)(CCC(OC(C)=O)C1(C)C)C2=CCC34C)C(C)C
COc1ccc2[nH]cc(CCNC(=O)Cc3c(C)c4c(OC)cc5c(c4oc3=O)CCC(C)(C)O5)c2c1
COc1ccc(C=C2Oc3cc(OCC(=O)NCC(=O)O)ccc3C2=O)c(OC)c1OC
COn1cc(CCNC(C)=O)c2ccccc21
O=C(O)C(Cc1ccc(O)c(O)c1)OC(=O)C1C=c2ccc(O)c(O)c2=C(c2ccc(O)c(O)c2)C1C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O
CN1c2ccccc2C(=O)c2ccc(Cl)cc2S1(=O)=O
COc1cc2c(c(OC)c1OC)-c1ccc(NC(CCSC)C(=O)N3CCN(c4ccccn4)CC3)c(=O)cc1C(NC(C)=O)CC2
C=C(C)C(O)CCC(C)(O)C1(O)CCC2(C)C1C(OC(C)=O)CC1C3(C)CCC(OC(=O)CC(=O)O)C(C)(C)C3CCC12C
O=C(O)c1cncc(-c2cccc(C(F)(F)F)c2)c1
COc1ccc(CNC(=O)CC2CC3OC(CNC(=O)NC(C)C)C(O)C3O2)cc1
CC1OC(OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)C(OC(=O)C=Cc2ccccc2)C(O)C1OC(=O)C=Cc1ccccc1
NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)O
CC1C=CC(=O)OC23C(=O)NC(Cc4ccccc4)C2C(C)C2(C)OC2C3C=CCC(C)C1O
Cc1c(O)cc3c(c1O)C(=O)C(O)C(c2ccc(O)c(O)c2)O3
C=CC(C)(CCC(O)C(C)(C)O)OC1OC(CO)C(O)C(O)C1O
COC(=O)c1ccccc1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
COc1c(CC=C(C)C)c(O)c2c(=O)c3cccc(O)c3n(C)c2c1CC=C(C)C
O=C(C=C(O)CCCCCCc1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2
O=c1c(-c2ccc(O)cc2O)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12
CNC(=O)c1c(N(C)Cc2c(N(C)C(=O)NC)ncn2C)ncn1C
C=C1C(=O)OC2C=C(C)C(O)CC=C(C)CC(OC(=O)C(C)=CCO)C12
CC(=O)OC(C)(C)C1CCC(C)(C2CCC3(C)C2CCC2C4(C)CCC(O)C(C)(C)C4CCC23C)O1
COc1ccc(C(=O)OCc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1O
CC1(O)CC(O)CC2(C)CCC(C(C)(C)OC3OC(CO)C(O)C(O)C3O)CC12
Cc1c(O)cc3c(c1O)C(=O)c2cc(O)c(O)c(O)c2C3=O
CCCCCC=CCC=CCCCCCCCC(=O)O[Si](C)(C)C
CC(=O)OCC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC12C
O=c1c(-c2c(O)cc(O)c3c2OC(c2ccc(O)cc2)C(O)C3)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CC(=CCO)CCC1C(C)=CCC2C(C)(C)CCCC12C
C=C(CC1C=C(C)C(=O)O1)C(=O)COc1ccc2ccc(=O)oc2c1OC
COc4ccc(CNC1CC(O)C(CO)C1Cc3ccnc(C2CC2)n3)cc4
CCC(=O)NCCCOc1c(Br)cc(CC#N)cc1Br
CC1(C)C2CC=C(COC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)C1C2
COC(=O)C1(O)CC(O)C(OC(=O)C=Cc2ccc(O)cc2)C(O)C1
OCC1OC(O[C]2[CH][C]([C]3[OH+][C]4[CH][C](O)[CH][C](O)[C]4[CH][C]3OC3OC(CO)C(O)C(O)C3O)[CH][C](O)[C]2O)C(O)C(O)C1O
CC2N=C(O)C(N)CN=C(O)C(C1CCNC(=N)N1)N=C(O)C(=CNC(=N)O)N=C(O)C(CN=C(O)CC(N)CCCN)N=C2O.O=S(=O)(O)O
Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(CO)cc(O)c1C3=O)C2=O
COc1ccc(C=C2Oc3c(ccc(O)c3CN3CCC(C)CC3)C2=O)c(OC)c1OC
CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O
Cc1oc(C(=O)O)cc1COc1ccc2c(C)c(Cc3ccccc3)c(=O)oc2c1
O=C(OCc1ccccc1OC1OC(CO)C(O)C(O)C1O)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)CC(=O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
O=C(CSc1ccc(-c2ccco2)nn1)N1CCCCC1
COc1ccc2oc(-c3cccc(OC)c3OC)cc(=O)c2c1
Cc1c2[nH]c(c1C=CC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)C=c1[nH]c(c(CCC(=O)O)c1=CC(=O)O)C=c1[nH]c(c(C)c1CCC(=O)O)=C2
COc1ccc(-c2c(C)oc3c4c(ccc3c2=O)OCN(CC(C)C)C4)cc1
CCN1CCN(CCOc2ccc3cc(-c4ccccc4)c(=O)oc3c2)CC1
CC1OC(OC2C(CO)OC(OC3CCC4(C)C5C(O)CC6(C)C(C7=CC(=O)OC7)CCC6(O)C5CCC4(O)C3)C(O)C2O)C(O)C(O)C1O
CC(C)(O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)C(=O)C=CC(C)(C)C3CCC21C
COc1ccc(C=C2Oc3cc(OC(=O)c4ccc(F)cc4)ccc3C2=O)c(OC)c1OC
COc1cc(OC)c(OC)cc1C=C1Oc2cc(OC(=O)c3ccc(F)cc3)ccc2C1=O
CCC(C)C(N=C(O)C(Cc1ccc(O)cc1)N=C(O)C(N)C(C)C)C(=O)O
COC6C=COC2(C)Oc1c(C)c(O)cc(c1C2=O)C(=O)C(N5CCN(c4nc(-c3ccccc3)cs4)CC5)=CNC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C6C
COc1ccc(CN2C(=O)C3CC(O)CN3C3(CN(C4CCC4)C3)C2=O)cc1
CC1(C)CC(O)C2(C)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1
O=C(O)Cc1cc(F)cc(Br)c1
CC1=CCC(F)C(C)=CC2NC(=N)C(C)C2CC1
COC1C(O)COC(OC2C(O)C(CO)OC(OC3C(C)OC(OC4C(OC5CCC6(C)C7CCC89C(=O)OC(C)(CC(=O)CC(C)C)C8CCC9(C)C7=CCC6C5(C)C)OCC(OS(=O)(=O)O)C4O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C2O)C1O
COc1cc(C=CC(=O)OC2CCC3(C)C4=CCC5(C)C6CC(C)(CO)CCC6(C)CCC5(C)C4=CCC3C2(C)C)ccc1O
CCCCCCCCCCCCCCCC(=O)N(CP(=O)(O)O)C(=O)O
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C(=O)O)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
CNc1cc(N)c2c(=O)cc(-c3c(F)cccc3Cl)oc2c1NC
CC(=O)N(O)CCCCNC(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN
O=CN(CCc2csc(-c1ccccc1)n2)c3ccccc3
CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)c(O)c(=O)c2c1O
NC(=O)N3c1ccccc1CC(=O)c2ccccc23
CC1=C(CCC(=O)O)c2cc5nc(cc4[nH]c(cc3[nH]c(cc1n2)c(C)c3CCC(=O)O)c(CCC(=O)O)c4CC(=O)O)C(CCC(=O)O)=C5C
CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(COC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
CC1(Cc2ccc3c(c2)OCO3)NC(=O)NC1=O
CCOc1ccc(-c2nc(C(=O)NCc3ccc(F)cc3)cc3c2[nH]c2ccccc23)cc1OC
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccccc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O
C=C(C)C(Cc1c(OC)ccc2ccc(=O)oc12)OC(C)(C)C(O)Cc1c(OC)ccc2ccc(=O)oc12
C=CCOC(=O)COc1ccc2c(=O)c(-c3ccccc3OC)c(C)oc2c1
CC(C)(C)OC(=O)n2cnc1cc(Br)ccc12
COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)Oc3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3OC(C)=O)c2)c(O)c1
CC=CC=CC(=O)C1C(=O)C2(C)C3C(C(=O)C=CC=CC)C(=O)C4(C)C1C1(C)OC4(O)C3(C)OC12O
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
CCCCCCC=CCC=CCC=CCC=CCCCCC(=O)OC
CCOC(=O)c2cn1cc(Br)ccc1n2
CCCCCCCCCCCCCC=CCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
C3C(CCC(=O)O)CC4C2C(O)CC1CC(O)CCC1(C)C2CCC34C
CC(C1OC1C1OC1(C)C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C
CC(=O)OC1C2CC(OC(=O)c3ccccc3)C3(C)C(OC(=O)c4ccccc4)CCC(C)(O)C13OC2(C)C
